ID,POS,Name,ORG,Lev,DOB,B,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,Prone,Left,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,SR,STE,Sct,SctAcc,Draft,OA Pick
13322,SP,Noël Carpeggiani,STU,AA,06/21/1999,S,1.5 Stars,2.5 Stars,N,N,H,N,N,N,Normal,Normal,3 weeks,45,45,35,20,30,45,30,20,20,Jun. 28th   2021,V.High,2018,75
17439,SP,Jesus Delgado,LAP,A,10/19/2003,R,1.5 Stars,2.5 Stars,N,H,N,L,N,N,Unknown,Normal,3 weeks,25,25,25,35,30,25,25,20,20,Jun. 12th   2021,V.High,0,0
10785,CF,JASON ELDRIDGE,RME,AAA,02/15/1989,L,2.0 Stars,2.0 Stars,N,N,H,L,H,N,Sparkplug,Normal,3 weeks,35,45,40,35,45,55,65,75,75,May 19th   2021,V.High,2011,109
14815,CF,Fareed Fadi,DUB,A,12/14/1999,R,1.5 Stars,2.0 Stars,N,N,N,L,N,N,Humble,Normal,3 weeks,50,55,55,20,35,65,70,45,35,Jun. 6th   2021,V.High,0,0
9861,2B,Teko MacDonald,CUR,MLB,12/17/1990,L,2.5 Stars,2.5 Stars,N,L,N,N,H,N,Normal,Wrecked,3 weeks,50,45,50,50,35,35,40,80,50,May 7th   2021,High,0,0
12874,SP,Al Montoya,STU,AAA,08/18/1997,R,2.0 Stars,2.0 Stars,N,N,N,N,H,N,Normal,Fragile,3 weeks,30,35,35,25,30,40,25,25,25,Mar. 15th   2021,Avg,0,0
13920,RP,Koichi Nakano,HON,AAA,04/06/1995,R,2.5 Stars,2.5 Stars,N,L,N,N,N,H,Normal,Fragile,3 weeks,35,35,30,25,35,40,25,25,20,Jun. 18th   2021,V.High,2017,33
10399,SP,Warren Nunes,CAL,AA,12/30/1993,L,2.0 Stars,2.0 Stars,N,N,N,H,L,N,Normal,Durable,3 weeks,35,35,35,25,25,35,30,25,25,Jun. 14th   2021,V.High,2012,192
13713,SP,Dong-chan Cho,GAL,AA,12/07/1997,R,1.5 Stars,2.0 Stars,H,H,N,N,H,N,Captain,Fragile,2-3 weeks,45,45,35,20,40,45,25,25,25,May 29th   2021,V.High,0,0
16198,SS,Juan Flores,AMS,AAA,09/21/1997,R,2.0 Stars,2.5 Stars,N,H,N,L,H,H,Unknown,Normal,2-3 weeks,55,70,50,40,35,80,45,55,55,May 10th   2021,High,2020,86
10875,CF,Neil Harvey,LAP,MLB,01/13/1994,R,2.5 Stars,2.5 Stars,L,N,N,H,N,N,Normal,Fragile,2-3 weeks,55,55,55,50,50,50,45,70,55,Jun. 13th   2021,V.High,2012,80
14366,SP,Sinisa Prpos,DUB,A,06/08/1999,L,1.5 Stars,2.0 Stars,N,H,N,H,N,N,Normal,Fragile,2-3 weeks,25,30,30,25,35,35,30,25,20,Jun. 1st   2021,V.High,0,0
15026,SP,Umayr Salah al Din,STU,A,07/10/2001,L,1.5 Stars,2.0 Stars,L,L,N,H,N,N,Unknown,Fragile,2-3 weeks,35,40,30,20,40,40,20,20,20,Mar. 15th   2021,Avg,2019,51
14626,C,Napoleon Ardito,TOR,R,02/10/2000,R,1.0 Stars,1.5 Stars,L,N,N,N,N,N,Normal,Normal,2 weeks,40,40,35,45,30,40,30,25,20,Mar. 14th   2021,Avg,0,0
12583,1B,Aban bin Amid,SMT,AAA,03/01/1997,R,3.0 Stars,3.0 Stars,N,N,N,L,N,N,Normal,Normal,2 weeks,55,55,60,55,45,55,65,55,55,Jun. 15th   2021,V.High,0,0
15700,SP,Oliver Blackford,NKO,R,01/11/2003,R,1.0 Stars,2.5 Stars,L,L,N,N,N,N,Unknown,Normal,2 weeks,25,25,25,30,25,25,25,30,35,Jun. 20th   2021,V.High,2021,94
12209,SP,Humberto Boye,TOR,A,06/16/1996,L,1.5 Stars,2.0 Stars,N,N,N,N,H,L,Normal,Normal,2 weeks,35,40,30,20,35,40,25,25,25,Jun. 19th   2021,V.High,0,0
11082,CF,Pierre Despereaux,SMT,MLB,02/16/1995,L,3.0 Stars,3.0 Stars,L,L,N,H,N,N,Selfish,Normal,2 weeks,45,45,50,40,50,50,75,80,75,Jun. 28th   2021,V.High,0,0
11054,RP,Eddie Duran,ADE,AAA,10/19/1993,R,2.0 Stars,2.0 Stars,N,N,L,L,N,N,Normal,Wrecked,2 weeks,20,20,30,35,25,20,30,20,25,Jun. 29th   2021,V.High,0,0
14953,SS,Yoon-tae Hwang,DUB,A,07/16/2000,L,1.5 Stars,2.0 Stars,N,N,N,L,N,H,Normal,Normal,2 weeks,55,50,40,50,45,45,30,40,40,May 27th   2021,V.High,0,0
12790,1B,Yukio Kaneshiro,CAL,AAA,09/08/1996,R,2.0 Stars,2.5 Stars,L,L,N,H,H,L,Selfish,Normal,2 weeks,50,60,50,55,40,75,65,45,40,Mar. 1st   2021,Avg,0,0
12942,SP,HYUN-WOO KIM,NKO,AA,05/26/1998,R,2.0 Stars,2.5 Stars,N,N,H,N,N,N,Normal,Fragile,2 weeks,35,40,30,20,40,40,30,40,25,Jul. 3rd   2021,V.High,2016,10
15014,RP,Gavrilo Komljenovic,GAL,AAA,04/26/1997,L,2.0 Stars,2.0 Stars,N,N,H,L,N,N,Normal,Fragile,2 weeks,45,45,35,25,30,45,30,20,20,May 29th   2021,High,2019,30
12386,RP,JULIO NUNO,CUR,MLB,03/06/1997,S,2.0 Stars,2.5 Stars,N,N,N,N,N,N,Normal,Normal,2 weeks,45,45,35,25,35,45,30,20,20,Apr. 14th   2021,High,2016,206
8350,LF,Chris Schmucker,HON,AAA,09/12/1988,R,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Normal,Normal,2 weeks,50,50,50,50,45,45,50,80,75,Jun. 18th   2021,V.High,2007,12
9462,SP,Jon Valenzuela,LDN,AAA,06/04/1990,L,2.0 Stars,2.0 Stars,N,H,N,N,N,N,Normal,Fragile,2 weeks,25,25,30,30,20,25,20,20,20,Jun. 20th   2021,V.High,2009,35
13493,SP,Leen van der Linden,ADE,AAA,12/29/1997,R,1.5 Stars,2.5 Stars,L,L,L,N,N,N,Normal,Fragile,2 weeks,45,45,35,35,35,45,50,25,25,May 2nd   2021,High,0,0
15818,SP,Jason Waller,CLE,R,07/13/2001,R,1.5 Stars,2.0 Stars,N,N,L,N,N,N,Unknown,Normal,2 weeks,45,35,25,20,40,25,30,20,20,May 14th   2021,High,2020,9
10942,CF,JOHN CHIARAVALLOTI,VAN,MLB,12/28/1994,L,3.5 Stars,3.5 Stars,N,N,H,H,N,L,Normal,Fragile,1-2 weeks,55,65,55,45,50,65,55,80,50,Apr. 28th   2021,High,2013,66
15101,RP,Ian Löwisohn,TOK,R,10/11/2001,R,1.5 Stars,2.5 Stars,N,H,N,N,N,N,Unknown,Normal,1-2 weeks,45,45,30,20,40,45,25,25,20,May 15th   2021,High,2020,142
15610,SP,Jake Moncrief,LDN,A,12/01/2001,R,1.5 Stars,5.0 Stars,N,H,N,L,H,N,Unknown,Normal,1-2 weeks,25,25,25,25,30,20,25,30,30,Mar. 11th   2021,Avg,2020,5
12809,SS,Jordan Vargas,DUB,MLB,06/23/1997,R,2.5 Stars,2.5 Stars,H,N,N,H,N,L,Normal,Normal,1-2 weeks,55,55,50,45,35,55,55,60,60,Mar. 18th   2021,Avg,0,0
15725,C,Riyadh bin Shihab,TOK,R,04/26/2002,L,1.0 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,one week,50,50,45,50,45,50,20,30,30,Jun. 23rd   2021,V.High,2021,168
13510,SP,Yong-koo Lee,LON,AAA,12/03/1997,R,2.0 Stars,2.0 Stars,N,N,L,L,N,N,Normal,Fragile,one week,45,45,35,25,35,40,25,25,20,May 15th   2021,V.High,0,0
12257,3B,ADRIAN NAVA,HON,A,08/25/1997,L,1.5 Stars,2.0 Stars,N,N,H,H,H,H,Unknown,Fragile,one week,50,50,40,40,45,50,55,35,35,Apr. 26th   2021,High,2020,157
16504,SP,Victor Saucedo,DUB,A,10/12/2002,R,1.5 Stars,2.5 Stars,N,N,N,N,H,N,Unknown,Normal,one week,25,25,20,25,45,20,20,20,20,Jul. 5th   2021,V.High,0,0
12286,2B,Luke Scott,VAN,MLB,10/09/1992,S,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Normal,Normal,one week,50,50,50,40,40,50,55,55,50,Jun. 3rd   2021,V.High,2014,10
13605,RF,Quentin Seneca,AMS,A,05/18/1998,L,1.5 Stars,2.5 Stars,N,L,N,N,N,N,Normal,Durable,one week,50,45,50,75,40,35,50,35,20,Jun. 5th   2021,V.High,0,0
13943,CF,Rolf Stackhouse,DUB,AA,05/21/1999,R,1.5 Stars,2.0 Stars,N,L,H,H,H,N,Normal,Normal,one week,45,55,55,50,30,65,70,60,55,May 21st   2021,V.High,2018,79
11199,3B,Dave Velasquez,LON,AAA,10/13/1995,R,2.5 Stars,2.5 Stars,N,H,H,L,H,H,Normal,Fragile,one week,55,55,55,50,45,55,50,50,45,May 15th   2021,High,0,0
12139,SS,Conor Welch,LDN,AA,10/11/1996,R,1.5 Stars,2.5 Stars,N,H,N,N,N,N,Normal,Fragile,one week,55,50,55,50,40,50,45,40,40,May 20th   2021,V.High,0,0
15035,SP,Gene Wills,TOK,A,09/18/2002,L,1.5 Stars,4.0 Stars,H,N,N,N,N,N,Unknown,Normal,one week,35,40,30,25,35,40,30,25,20,Jun. 19th   2021,V.High,2020,1
16370,RP,Francisco Castillo,DEN,R,06/28/2002,L,1.0 Stars,1.5 Stars,H,L,H,N,H,L,Unknown,Normal,one week,25,25,25,25,30,25,30,30,20,Jun. 20th   2021,V.High,0,0
12488,1B,Abdul-Latif bin Yaman,CAL,AA,01/28/1997,R,2.0 Stars,2.5 Stars,L,N,N,N,N,N,Normal,Durable,5 days,50,55,55,50,45,55,45,30,20,Jul. 3rd   2021,V.High,0,0
14590,LF,Tony Goss,AMS,AA,07/16/2000,R,1.5 Stars,2.5 Stars,L,L,N,N,N,N,Unknown,Normal,5 days,55,55,50,55,45,60,45,35,45,Apr. 28th   2021,High,2019,56
10739,2B,Kieran Hadfield,CUR,MLB,06/19/1994,R,2.5 Stars,2.5 Stars,L,N,H,N,N,N,Normal,Iron Man,5 days,40,45,40,50,60,55,25,40,35,May 27th   2021,High,0,0
14401,RP,Manny Rodriguez,HON,A,08/15/1999,R,1.5 Stars,2.0 Stars,N,H,L,L,N,N,Humble,Normal,5 days,25,30,30,25,35,35,30,30,20,Jun. 14th   2021,V.High,2018,156
11809,RP,Leo Ruiz,ADE,AAA,12/28/1995,R,2.0 Stars,2.0 Stars,L,N,L,L,L,N,Unmotivated,Normal,5 days,25,30,35,20,35,35,20,25,20,Jun. 30th   2021,V.High,0,0
14643,SP,Carlos Sanchez,TOK,AAA,10/17/1999,R,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Normal,Normal,5 days,40,40,30,25,35,40,25,25,20,Jul. 5th   2021,V.High,0,0
16397,SP,John Smith,STU,AAA,11/05/1997,L,2.0 Stars,2.5 Stars,N,N,H,N,H,H,Unknown,Normal,5 days,25,25,20,20,30,25,25,25,20,Jun. 23rd   2021,V.High,2020,75
10854,SS,Dustin Wall,TOR,MLB,12/04/1989,R,2.5 Stars,2.5 Stars,N,H,N,N,H,H,Fan Fav,Fragile,5 days,45,50,55,45,55,55,50,70,65,Jun. 7th   2021,V.High,2012,86
15611,SP,Wouter Goor,TOK,A,09/15/2001,R,1.5 Stars,2.5 Stars,N,H,N,N,H,N,Unknown,Normal,4 days,35,30,20,20,45,25,25,20,20,May 26th   2021,V.High,2020,122
11610,SP,SRETEN KUKCENJAC,VAN,AAA,05/27/1996,L,2.0 Stars,2.5 Stars,N,L,N,N,N,N,Normal,Normal,4 days,40,40,35,25,35,40,30,30,25,Jun. 5th   2021,V.High,2015,188
15909,SP,Simeone Marcucci,HON,A,08/02/2001,L,1.5 Stars,2.0 Stars,N,H,N,L,N,N,Unknown,Normal,4 days,35,30,20,25,30,25,20,20,20,Jun. 29th   2021,V.High,0,0
12004,RP,Valter Mina,LDN,AA,02/18/1996,R,2.0 Stars,2.0 Stars,N,N,N,N,N,H,Normal,Fragile,4 days,30,35,35,25,35,40,20,25,20,Apr. 19th   2021,High,0,0
14371,SP,Juan Morales,VAN,A,02/27/2001,L,1.5 Stars,2.5 Stars,N,H,N,N,H,N,Unknown,Normal,4 days,25,30,35,25,35,35,20,20,20,Jun. 5th   2021,High,2019,170
11040,3B,FRANKLIN SANCHEZ,RME,MLB,12/17/1995,R,3.5 Stars,3.5 Stars,N,N,N,H,L,L,Normal,Fragile,4 days,50,65,55,65,50,80,45,50,50,May 2nd   2021,V.High,2014,26
15666,SS,Jun-seok Kim,VAN,R,01/08/2002,R,1.5 Stars,2.5 Stars,H,N,N,N,H,N,Unknown,Normal,3 days,50,55,60,45,45,60,65,50,50,May 25th   2021,High,2021,73
13864,CF,Hubert Missaghi,VAN,AA,05/13/1999,R,1.5 Stars,2.0 Stars,N,N,H,N,N,N,Normal,Normal,3 days,50,50,55,45,40,50,75,65,60,Mar. 11th   2021,High,2018,154
15732,SS,Chris Porter,DEN,R,01/03/2003,R,1.0 Stars,2.0 Stars,H,N,H,L,H,N,Unknown,Normal,3 days,50,50,45,35,45,55,35,20,20,Jul. 4th   2021,V.High,2021,176
13095,1B,Ubbe Teuben,DUB,AAA,08/12/1998,R,2.0 Stars,3.5 Stars,N,N,H,N,H,N,Normal,Normal,3 days,55,55,50,70,45,55,65,55,50,Jun. 30th   2021,V.High,2017,47
16893,SP,Yukiyoshi Yoshimura,HON,A,08/04/2002,L,1.5 Stars,1.5 Stars,N,H,N,N,N,N,Unknown,Normal,3 days,25,25,20,25,30,25,25,20,20,May 18th   2021,High,0,0
16919,RP,Gian-Carlo Alasia,DEN,R,08/11/2002,R,1.5 Stars,1.5 Stars,H,N,N,N,H,N,Unknown,Fragile,2 days,25,25,25,30,25,25,25,20,20,May 17th   2021,Avg,0,0
12370,RF,RON CHIPMAN,CAL,AAA,04/21/1998,R,2.0 Stars,2.5 Stars,L,L,N,L,N,N,Normal,Normal,1 day,50,50,50,60,40,45,50,40,40,May 22nd   2021,High,2016,77
13732,2B,Lorenzo Cocciarella,CUR,AA,11/06/1998,R,2.0 Stars,2.0 Stars,L,L,N,H,N,N,Selfish,Normal,1 day,50,45,45,45,35,45,75,45,45,Mar. 16th   2021,Avg,0,0
14969,C,Rafaello Giacoletti,GAL,R,09/03/2001,R,1.0 Stars,2.0 Stars,N,L,N,N,N,N,Unknown,Normal,1 day,50,55,45,50,45,55,30,25,20,Jul. 2nd   2021,V.High,2020,93
13761,SP,In-sung Kim,LDN,A,10/17/1998,L,1.5 Stars,2.0 Stars,N,N,H,N,N,N,Normal,Normal,1 day,20,20,20,20,40,25,35,25,20,May 28th   2021,V.High,0,0
8017,3B,Corey Little,CAL,MLB,03/14/1987,R,2.5 Stars,2.5 Stars,L,N,N,L,H,H,Fan Fav,Fragile,1 day,55,50,65,50,50,50,35,35,55,May 2nd   2021,High,2006,1
12829,RF,Arturo Ortiz,GAL,MLB,02/16/1986,L,3.5 Stars,3.5 Stars,L,L,N,H,L,N,Disruptive,Normal,1 day,50,50,80,55,80,50,60,80,80,Jun. 26th   2021,V.High,0,0
15671,C,Yasahiko Otani,STU,R,11/04/2002,L,1.0 Stars,2.0 Stars,H,N,N,N,N,N,Unknown,Normal,1 day,50,55,45,45,45,55,30,30,35,Jun. 30th   2021,V.High,2021,143
12774,CL,Ruben Pastran,DEN,MLB,02/17/1997,R,2.5 Stars,3.0 Stars,N,N,N,N,N,N,Normal,Normal,1 day,20,30,35,35,30,35,30,20,25,Jul. 3rd   2021,V.High,0,0
11921,SP,Andy Piercey,LDN,AAA,12/02/1995,L,2.0 Stars,2.0 Stars,H,H,N,H,H,N,Normal,Fragile,1 day,20,25,35,20,45,25,20,25,20,May 22nd   2021,V.High,0,0
15347,RF,Kevin Stone,DUB,AAA,01/20/2001,L,2.0 Stars,5.0 Stars,N,N,H,N,H,L,Sparkplug,Normal,1 day,65,75,70,80,50,75,55,50,55,Jun. 21st   2021,V.High,0,0
14832,CL,Tobias Aalderink,DUB,AA,12/07/1999,L,1.5 Stars,2.5 Stars,N,N,N,N,N,N,Normal,Fragile,-,45,45,35,25,30,45,30,30,25,Jun. 1st   2021,V.High,0,0
15747,1B,Mitch Aastrom,HAV,R,08/28/2002,L,1.0 Stars,3.5 Stars,N,N,L,N,L,L,Unknown,Normal,-,60,60,45,65,55,55,30,20,20,Jul. 5th   2021,V.High,2021,124
15810,SP,Richard Abadee,TOK,R,07/10/2001,R,1.0 Stars,2.0 Stars,N,H,N,L,H,N,Unknown,Normal,-,30,25,20,30,30,25,30,25,20,Jun. 10th   2021,V.High,2020,164
16691,SP,Akram Abbas,CUR,INT,01/28/2003,S,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,30,30,30,30,30,30,25,20,20,Feb. 23rd   2021,Low,0,0
13616,RP,Iwan Abbas,CAL,AAA,08/14/1998,L,2.0 Stars,2.0 Stars,L,N,N,N,N,N,Normal,Durable,-,45,45,30,30,40,45,20,20,20,May 8th   2021,High,0,0
17827,1B,Nazih Abbud,CUR,INT,10/21/2004,R,1.0 Stars,2.0 Stars,N,N,L,N,N,L,Unknown,Normal,-,50,50,40,45,50,45,30,25,25,Jun. 10th   2021,Avg,0,0
17433,C,Rahman Abbud,STU,INT,10/24/2004,R,1.0 Stars,2.5 Stars,H,N,N,N,N,N,Unknown,Normal,-,50,55,45,40,50,65,20,20,20,Jun. 30th   2021,High,0,0
14945,SP,Sadaqat Abbud,NKO,R,11/14/2000,L,0.5 Stars,1.5 Stars,N,N,N,N,N,H,Normal,Normal,-,45,40,30,25,35,40,30,20,20,May 20th   2021,High,0,0
15193,RP,Saud Abdul-Ghafur,CUR,R,03/06/2001,R,0.5 Stars,1.5 Stars,N,N,L,N,L,N,Unmotivated,Normal,-,40,40,30,35,40,40,35,25,20,May 22nd   2021,High,0,0
17730,C,Shafiq Abdul-Ghafur,-,-,07/30/2005,L,1.0 Stars,5.0 Stars,N,N,N,L,H,N,Unknown,Normal,-,80,80,70,45,50,75,30,25,25,Mar. 26th   2021,Avg,0,0
17714,SS,Raghib Abdul-Hadi,-,-,06/21/2000,R,2.0 Stars,3.5 Stars,N,L,N,L,N,N,Unknown,Normal,-,55,60,75,50,80,60,60,45,35,Apr. 26th   2021,Avg,0,0
14220,RF,Bruhier Abdul-Haqq,STU,A,06/23/1999,L,1.5 Stars,2.0 Stars,N,H,N,L,H,H,Humble,Normal,-,45,50,45,40,35,50,50,35,40,May 30th   2021,High,0,0
12125,2B,Murad Abdul-Hasib,CAL,AA,02/26/1996,R,2.0 Stars,2.0 Stars,L,L,H,H,N,H,Selfish,Fragile,-,45,45,45,45,40,45,50,50,50,Jun. 2nd   2021,V.High,0,0
14227,C,Hanna Abdul-Karim,DUB,AAA,05/27/1999,R,2.5 Stars,2.5 Stars,N,N,H,N,N,N,Normal,Normal,-,50,60,50,50,40,70,35,30,30,Jul. 4th   2021,V.High,0,0
15591,RF,Haytham Abdul-Latif,LAP,R,01/17/2002,L,1.5 Stars,2.5 Stars,H,H,N,L,H,N,Unknown,Normal,-,55,55,45,50,45,55,30,30,30,Jun. 18th   2021,V.High,2020,108
13167,RP,KAMAL ABDUL-MUHAIMIN,-,-,06/08/1991,R,2.0 Stars,2.0 Stars,L,N,N,N,N,N,Normal,Fragile,-,25,30,30,20,35,35,20,25,20,Jan. 31st   2021,High,2015,183
17026,CF,Karim Abdul-Rahim,-,-,09/05/2004,S,1.0 Stars,3.0 Stars,N,N,H,N,H,N,Unknown,Normal,-,50,55,80,55,50,65,65,65,60,Jun. 21st   2021,High,0,0
12505,SP,Aniq Abdul-Rashid,TOR,AA,03/29/1995,L,1.5 Stars,1.5 Stars,N,H,N,N,N,L,Normal,Normal,-,30,35,30,30,40,40,20,20,20,Jun. 10th   2021,V.High,0,0
17147,2B,Nail Abdul-Samad,-,-,12/23/2004,R,1.0 Stars,4.0 Stars,L,N,L,N,L,L,Unknown,Normal,-,80,80,70,40,55,70,65,40,40,Mar. 12th   2021,Avg,0,0
13331,SP,Hakim Abraha,CAL,R,08/28/1999,R,1.5 Stars,2.0 Stars,N,N,N,H,L,L,Unknown,Durable,-,40,40,35,20,40,40,20,25,20,Jun. 22nd   2021,V.High,2021,169
13972,C,Zahid Abu al Khayr,TOR,AA,05/31/2000,R,2.0 Stars,2.0 Stars,L,N,H,H,H,N,Normal,Normal,-,55,55,40,50,35,55,35,35,30,Jun. 30th   2021,V.High,2018,144
15264,SS,Abdul-Fattah Abu Bakr,CAL,A,12/21/2000,S,1.5 Stars,2.5 Stars,L,N,H,H,H,N,Sparkplug,Normal,-,50,55,55,50,40,55,40,45,50,May 28th   2021,V.High,0,0
12174,SS,James Acaster,CAL,MLB,07/29/1995,R,2.0 Stars,3.0 Stars,H,N,N,N,N,L,Normal,Normal,-,60,55,50,60,45,55,50,30,20,Jun. 29th   2021,V.High,0,0
11882,RP,Leonor Accioli,LDN,MLB,03/25/1996,S,2.0 Stars,2.5 Stars,L,N,L,N,N,N,Normal,Normal,-,25,30,30,20,40,35,30,25,30,Jun. 11th   2021,V.High,0,0
10602,RP,STEVE ACCURSO,VAN,AAA,01/09/1995,S,2.0 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,35,40,30,25,20,40,20,25,25,Jul. 9th   2020,Low,2013,62
12572,SP,Danny Aceituno,-,-,10/25/1996,R,1.5 Stars,1.5 Stars,N,N,N,N,L,N,Normal,Fragile,-,25,30,35,30,40,40,25,20,20,Mar. 25th   2021,V.High,0,0
11634,CF,Diego Acevedo,VAN,MLB,04/16/1996,R,3.0 Stars,3.0 Stars,N,L,N,N,N,H,Normal,Durable,-,55,60,60,55,50,60,70,70,65,Jun. 17th   2021,V.High,2015,7
16251,C,Moises Acevedo,LDN,R,03/06/2000,R,1.5 Stars,2.5 Stars,N,H,N,N,H,N,Unknown,Normal,-,50,50,45,55,45,55,25,30,30,Mar. 13th   2021,Avg,2021,91
16736,1B,Sergio Acevedo,DUB,INT,08/18/2003,L,1.0 Stars,1.5 Stars,N,N,N,N,L,N,Unknown,Normal,-,25,40,30,45,40,50,30,30,35,Mar. 21st   2021,Low,0,0
14904,SS,Ian Ackland,-,-,12/24/1999,R,1.0 Stars,1.5 Stars,N,N,L,L,H,N,Humble,Normal,-,45,50,40,30,35,50,60,50,50,Jun. 3rd   2021,V.High,0,0
15663,SP,Brian Acorn,TOK,R,11/21/2002,R,1.5 Stars,3.0 Stars,H,N,N,N,N,N,Unknown,Durable,-,25,25,25,35,30,25,25,25,20,Jun. 16th   2021,V.High,2021,28
13676,RP,Pierluigi Acquaviva,-,-,11/25/1997,L,1.5 Stars,1.5 Stars,N,N,N,N,N,N,Normal,Normal,-,40,40,30,25,30,40,30,25,20,Mar. 13th   2021,V.High,0,0
17462,LF,Neil Adam,LDN,INT,05/27/2004,R,1.0 Stars,3.5 Stars,U,U,U,U,U,U,Unknown,Durable,-,65,65,70,55,50,65,50,60,55,Apr. 15th   2021,Low,0,0
13904,SP,Mick Adams,LDN,A,12/03/1998,S,1.5 Stars,1.5 Stars,N,N,N,H,N,N,Normal,Normal,-,20,20,35,35,35,25,25,20,20,Jun. 24th   2021,V.High,0,0
16469,RP,Jeff Adamson,-,-,11/15/2003,L,1.0 Stars,2.0 Stars,N,N,L,N,N,N,Unknown,Normal,-,30,25,30,30,45,25,20,25,25,May 29th   2021,V.High,0,0
13806,RP,Jason Adcock,DUB,MLB,12/03/1995,L,2.0 Stars,2.5 Stars,N,L,N,N,N,N,Normal,Fragile,-,35,40,30,20,35,45,30,20,25,Jun. 10th   2021,V.High,2018,187
17917,LF,Angus Addinall,VAN,INT,11/24/2004,R,1.0 Stars,1.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,35,40,35,40,45,45,20,20,20,Jul. 5th   2021,V.Low,0,0
8599,SS,Anthon Adelaar,GAL,AAA,03/01/1988,R,2.0 Stars,2.0 Stars,N,N,H,N,N,N,Normal,Iron Man,-,40,45,45,25,40,50,40,75,50,Jul. 1st   2021,V.High,0,0
11448,LF,GRAVIEL ADRO,-,-,10/04/1994,R,1.5 Stars,2.0 Stars,L,N,H,N,N,L,Outspoken,Normal,-,45,45,45,40,45,45,30,30,20,Jan. 9th   2021,V.High,2013,218
14461,3B,Floyd Adronyk,CLE,A,03/02/2001,R,1.0 Stars,2.0 Stars,H,N,N,N,N,N,Unknown,Normal,-,60,45,50,55,50,30,40,30,20,Jun. 11th   2021,High,2019,225
14271,3B,Dushan Adzovic,ADE,R,08/13/1999,R,1.0 Stars,2.0 Stars,N,H,N,L,H,N,Humble,Normal,-,45,50,45,40,35,50,35,30,30,May 25th   2021,V.High,0,0
15639,CF,Yoelvis Agnelo,TOR,AA,02/04/1998,R,1.5 Stars,2.0 Stars,N,N,L,N,L,L,Unknown,Normal,-,40,45,45,50,50,45,55,55,55,Jun. 6th   2021,V.High,2020,242
14819,CL,Victor Agramonte,LAP,AAA,12/20/1999,S,2.0 Stars,4.0 Stars,L,L,L,N,L,N,Disruptive,Normal,-,45,45,35,20,30,45,35,20,20,Jun. 19th   2021,V.High,0,0
12943,RP,Danny Aguilar,LAP,AAA,08/26/1997,L,2.0 Stars,2.0 Stars,L,H,N,L,H,N,Fan Fav,Fragile,-,50,45,35,30,40,45,25,25,25,May 6th   2021,V.High,2016,3
15416,3B,Marco Aguilar,LON,R,04/07/2001,R,1.0 Stars,2.0 Stars,H,N,N,N,N,N,Captain,Normal,-,50,50,45,45,35,50,40,35,35,Jun. 7th   2021,High,0,0
12732,SP,Pedro Aguilar,VAN,AA,06/24/1997,R,2.0 Stars,2.0 Stars,N,H,N,N,N,N,Prankster,Normal,-,35,40,30,20,35,40,25,20,25,Jun. 28th   2021,V.High,0,0
15731,C,Tony Aguilar,AMS,R,08/05/2002,R,1.0 Stars,2.5 Stars,L,N,N,H,N,N,Unknown,Normal,-,50,50,50,50,55,55,35,30,20,Mar. 13th   2021,Avg,2021,166
10995,RP,Tony Aguilar,ADE,AA,10/19/1995,R,2.0 Stars,2.0 Stars,L,L,N,H,N,N,Selfish,Normal,-,25,25,30,30,20,25,25,25,25,Jun. 7th   2021,V.High,2014,12
14245,RF,Victor Aguilar,ADE,MLB,06/30/1998,L,2.0 Stars,2.5 Stars,N,N,N,N,N,N,Normal,Normal,-,45,50,55,50,45,60,70,65,60,Jun. 8th   2021,V.High,0,0
14081,1B,Antonio Aguilera,-,-,12/10/1998,L,1.5 Stars,1.5 Stars,L,L,L,H,L,N,Selfish,Normal,-,40,45,35,35,35,50,35,25,20,Jan. 20th   2021,V.High,0,0
11596,1B,Glen Aguilera,VAN,MLB,08/10/1996,R,3.0 Stars,4.5 Stars,N,N,N,N,N,N,Normal,Normal,-,50,65,80,75,50,80,65,40,25,Jun. 29th   2021,V.High,2015,28
10754,SP,Jose Aguilera,SMT,AAA,11/09/1994,R,2.0 Stars,2.0 Stars,N,H,N,N,L,N,Normal,Normal,-,30,30,30,30,20,30,20,25,20,May 26th   2021,V.High,0,0
14527,C,Lauro Aguzzi,VAN,AAA,01/14/1999,S,2.0 Stars,2.5 Stars,L,N,H,N,H,N,Sparkplug,Normal,-,60,55,45,55,50,55,25,45,50,May 16th   2021,V.High,2017,51
17760,CF,Dong-hyun Ahn,-,-,08/19/2005,R,1.0 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,-,40,40,45,55,50,40,30,35,35,Apr. 24th   2021,Avg,0,0
